Gender,Age,Hometown,University,Year,STEM_Major,Diet_Quality,Internet_Quality,Employment,Study_Habit,Stress_Level,Self_Study_Hrs,Tutoring_Hrs_Wk,AI_Tool_Usage,Social_Media_Hrs,Gaming_Hrs,Exercise_Days_Wk,Sleep_Hrs,Attendance_Rate,Commute_Time,Study_Group_Freq,Extracurricular,GPA,Performance_Tier
Male,20,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,good,Fair,Working part-time,Cramming,3–4 (Low),3 hours,0 hours,Always,1–2 hours,Less than 1 hour,1–2 days,Less than 5 hours,75%–89%,31–60 minutes,Sometimes (Weekly),No,3.64,Very Good / Good
Female,21,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 2,Yes,Average,good,Working full-time,Irregular study,5–6 (Moderate),2 hours,0 hours,Sometimes,1–2 hours,3–4 hours,5+ days,6 hours,90%–100%,15–30 minutes,Sometimes (Weekly),Yes,2.86,Very Good / Good
Female,20,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 2,No,Average,Poor,Working part-time,Cramming,5–6 (Moderate),4 hours,0 hours,Always,1–2 hours,3–4 hours,5+ days,7 hours,75%–89%,31–60 minutes,Rarely (Before exams only),Yes,3.46,Fair / Average
Male,19,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 3,Yes,Average,Fair,Working full-time,Cramming,7–8 (High),4 hours,0 hours,Always,Less than 1 hour,0 hours,3–4 days,6 hours,90%–100%,31–60 minutes,Frequently (Multiple times a week),Yes,3.64,At-Risk
Male,20,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 2,Yes,good,good,Unemployed / Full-time student,Regular study,7–8 (High),1 hour,4–6 hours,Always,3–4 hours,Less than 1 hour,5+ days,7 hours,75%–89%,15–30 minutes,Rarely (Before exams only),No,3.12,Very Good / Good
Female,17,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,good,good,Working part-time,Irregular study,7–8 (High),1 hour,0 hours,Often,3–4 hours,3–4 hours,0 days,6 hours,90%–100%,15–30 minutes,Frequently (Multiple times a week),Yes,3.25,Fair / Average
Female,20,Phnom Penh (Urban),Royal University Of Phnom Penh(RUPP),Year 3,Yes,Average,Poor,Unemployed / Full-time student,Irregular study,5–6 (Moderate),2 hours,0 hours,Always,1–2 hours,1–2 hours,1–2 days,7 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),Yes,4.0,Very Good / Good
Male,19,Province (Rural / Semi-Urban),Paragon University,Year 3,Yes,Average,Excellent,Unemployed / Full-time student,Irregular study,1–2 (Very Low),2 hours,0 hours,Sometimes,5+ hours,1–2 hours,1–2 days,6 hours,90%–100%,15–30 minutes,Rarely (Before exams only),No,2.53,Very Good / Good
Male,19,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,good,Excellent,Unemployed / Full-time student,Regular study,5–6 (Moderate),2 hours,0 hours,Often,5+ hours,0 hours,1–2 days,7 hours,90%–100%,15–30 minutes,Sometimes (Weekly),No,4.0,Fair / Average
Male,18,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,Average,good,Unemployed / Full-time student,Regular study,7–8 (High),2 hours,0 hours,Often,3–4 hours,0 hours,3–4 days,7 hours,90%–100%,31–60 minutes,Rarely (Before exams only),Yes,3.99,Fair / Average
Female,18,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 3,Yes,Poor,Fair,Unemployed / Full-time student,Cramming,5–6 (Moderate),3 hours,0 hours,Often,1–2 hours,3–4 hours,1–2 days,Less than 5 hours,90%–100%,15–30 minutes,Rarely (Before exams only),Yes,3.29,Very Good / Good
Female,19,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 2,No,Average,good,Working part-time,Regular study,7–8 (High),4 hours,0 hours,Often,3–4 hours,0 hours,1–2 days,7 hours,90%–100%,31–60 minutes,Rarely (Before exams only),No,4.0,Fair / Average
Male,20,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 3,Yes,Average,Fair,Unemployed / Full-time student,Regular study,7–8 (High),1 hour,1–3 hours,Always,3–4 hours,0 hours,1–2 days,5 hours,90%–100%,31–60 minutes,Sometimes (Weekly),Yes,2.99,Fair / Average
Female,20,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 2,Yes,Average,good,Unemployed / Full-time student,Regular study,7–8 (High),0 hours,0 hours,Always,1–2 hours,0 hours,3–4 days,6 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),Yes,3.67,Outstanding / Excellent
Male,23,Province (Rural / Semi-Urban),CamEd Business School,Year 2,Yes,Average,good,Unemployed / Full-time student,Irregular study,5–6 (Moderate),3 hours,1–3 hours,Always,3–4 hours,1–2 hours,0 days,6 hours,90%–100%,15–30 minutes,Sometimes (Weekly),Yes,2.79,Fair / Average
Male,20,Phnom Penh (Urban),Royal University Of Phnom Penh(RUPP),Year 3,Yes,Average,Fair,Working full-time,Regular study,3–4 (Low),3 hours,0 hours,Often,1–2 hours,0 hours,3–4 days,7 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),Yes,4.0,Very Good / Good
Female,20,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 2,Yes,Average,Excellent,Working part-time,Regular study,5–6 (Moderate),2 hours,0 hours,Always,3–4 hours,0 hours,3–4 days,8 hours,90%–100%,15–30 minutes,Sometimes (Weekly),No,3.14,Fair / Average
Female,17,Phnom Penh (Urban),University Of Health Science (UHS),Year 2,No,Average,Fair,Unemployed / Full-time student,Regular study,7–8 (High),3 hours,0 hours,Often,3–4 hours,0 hours,5+ days,8 hours,90%–100%,15–30 minutes,Rarely (Before exams only),Yes,3.83,At-Risk
Male,17,Phnom Penh (Urban),Royal University Of Phnom Penh(RUPP),Year 2,Yes,good,Excellent,Working part-time,Regular study,5–6 (Moderate),3 hours,1–3 hours,Always,3–4 hours,0 hours,3–4 days,Less than 5 hours,90%–100%,31–60 minutes,Rarely (Before exams only),No,3.53,Very Good / Good
Male,19,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 2,Yes,excellent,good,Working full-time,Regular study,7–8 (High),6 hours,7–9 hours,Often,Less than 1 hour,Less than 1 hour,1–2 days,6 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),Yes,3.26,Fair / Average
Female,20,Phnom Penh (Urban),Paragon University,Year 2,Yes,good,Fair,Working part-time,Regular study,5–6 (Moderate),1 hour,0 hours,Always,5+ hours,0 hours,5+ days,9+ hours,75%–89%,More than 1 hour,Rarely (Before exams only),No,3.19,Fair / Average
Male,19,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 2,No,good,Fair,Working full-time,Regular study,3–4 (Low),3 hours,1–3 hours,Often,3–4 hours,Less than 1 hour,0 days,Less than 5 hours,90%–100%,31–60 minutes,Never,Yes,4.0,At-Risk
Female,20,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,Average,Fair,Working part-time,Irregular study,7–8 (High),3 hours,0 hours,Often,5+ hours,0 hours,5+ days,7 hours,90%–100%,31–60 minutes,Sometimes (Weekly),No,3.13,Fair / Average
Male,18,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 1,No,good,good,Working full-time,Cramming,7–8 (High),2 hours,0 hours,Rarely,3–4 hours,1–2 hours,1–2 days,Less than 5 hours,90%–100%,31–60 minutes,Sometimes (Weekly),Yes,3.68,Very Good / Good
Female,20,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 2,Yes,good,Poor,Unemployed / Full-time student,Regular study,5–6 (Moderate),3 hours,0 hours,Often,3–4 hours,3–4 hours,3–4 days,6 hours,75%–89%,Under 15 minutes,Never,Yes,3.75,At-Risk
Male,19,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 1,Yes,Average,good,Unemployed / Full-time student,Regular study,5–6 (Moderate),5 hours,0 hours,Always,1–2 hours,3–4 hours,1–2 days,7 hours,90%–100%,31–60 minutes,Rarely (Before exams only),No,3.97,Outstanding / Excellent
Male,21,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 3,Yes,Average,good,Working part-time,Regular study,3–4 (Low),4 hours,1–3 hours,Always,3–4 hours,0 hours,1–2 days,8 hours,90%–100%,Under 15 minutes,Rarely (Before exams only),No,3.95,Fair / Average
Female,19,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 3,Yes,good,Fair,Working full-time,Regular study,7–8 (High),4 hours,0 hours,Often,3–4 hours,Less than 1 hour,1–2 days,6 hours,90%–100%,15–30 minutes,Sometimes (Weekly),Yes,2.93,Outstanding / Excellent
Male,21,Phnom Penh (Urban),Paragon University,Year 2,Yes,good,good,Working part-time,Regular study,7–8 (High),4 hours,0 hours,Always,3–4 hours,Less than 1 hour,1–2 days,6 hours,75%–89%,31–60 minutes,Sometimes (Weekly),Yes,3.43,Very Good / Good
Female,21,Phnom Penh (Urban),University Of Health Science (UHS),Year 2,Yes,Average,good,Unemployed / Full-time student,Regular study,5–6 (Moderate),1 hour,0 hours,Often,1–2 hours,0 hours,1–2 days,Less than 5 hours,60%–74%,15–30 minutes,Sometimes (Weekly),Yes,3.75,Very Good / Good
Male,21,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 3,Yes,good,Poor,Unemployed / Full-time student,Regular study,7–8 (High),4 hours,1–3 hours,Often,3–4 hours,0 hours,1–2 days,7 hours,90%–100%,Under 15 minutes,Rarely (Before exams only),Yes,3.58,Very Good / Good
Male,19,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 3,Yes,Average,Excellent,Unemployed / Full-time student,Regular study,5–6 (Moderate),1 hour,0 hours,Often,1–2 hours,Less than 1 hour,1–2 days,6 hours,90%–100%,31–60 minutes,Frequently (Multiple times a week),No,3.12,Very Good / Good
Male,17,Phnom Penh (Urban),Paragon University,Year 3,Yes,good,good,Unemployed / Full-time student,Regular study,7–8 (High),2 hours,0 hours,Sometimes,1–2 hours,Less than 1 hour,5+ days,8 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),Yes,3.23,Very Good / Good
Male,22,Phnom Penh (Urban),Royal University Of Law and Economics,Year 2,Yes,good,good,Unemployed / Full-time student,Cramming,5–6 (Moderate),3 hours,0 hours,Often,1–2 hours,0 hours,1–2 days,8 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),Yes,3.41,Fair / Average
Male,20,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 3,Yes,good,Fair,Unemployed / Full-time student,Regular study,7–8 (High),3 hours,0 hours,Often,3–4 hours,1–2 hours,1–2 days,6 hours,75%–89%,Under 15 minutes,Sometimes (Weekly),No,2.92,Outstanding / Excellent
Male,20,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,good,Poor,Working part-time,Regular study,7–8 (High),1 hour,0 hours,Always,5+ hours,0 hours,1–2 days,6 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),Yes,3.42,Very Good / Good
Male,29,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 1,Yes,Average,Fair,Unemployed / Full-time student,Cramming,5–6 (Moderate),2 hours,0 hours,Always,3–4 hours,0 hours,1–2 days,5 hours,75%–89%,15–30 minutes,Sometimes (Weekly),No,3.71,Fair / Average
Male,21,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 3,Yes,Average,Fair,Unemployed / Full-time student,Irregular study,7–8 (High),1 hour,0 hours,Often,3–4 hours,0 hours,1–2 days,8 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),No,3.69,Very Good / Good
Male,21,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 3,No,good,Fair,Unemployed / Full-time student,Regular study,5–6 (Moderate),2 hours,1–3 hours,Always,1–2 hours,0 hours,1–2 days,6 hours,90%–100%,More than 1 hour,Rarely (Before exams only),No,3.67,Fair / Average
Male,19,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 1,Yes,good,Excellent,Unemployed / Full-time student,Cramming,7–8 (High),4 hours,1–3 hours,Often,3–4 hours,0 hours,1–2 days,5 hours,90%–100%,15–30 minutes,Never,Yes,3.03,At-Risk
Male,20,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,Average,Poor,Unemployed / Full-time student,Cramming,7–8 (High),1 hour,0 hours,Always,3–4 hours,0 hours,1–2 days,6 hours,90%–100%,15–30 minutes,Sometimes (Weekly),Yes,2.69,Very Good / Good
Male,20,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 2,Yes,Average,Fair,Unemployed / Full-time student,Irregular study,7–8 (High),4 hours,0 hours,Often,3–4 hours,Less than 1 hour,5+ days,7 hours,90%–100%,15–30 minutes,Sometimes (Weekly),No,3.6,Fair / Average
Female,18,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 2,Yes,good,Fair,Working part-time,Cramming,5–6 (Moderate),3 hours,1–3 hours,Often,1–2 hours,0 hours,1–2 days,8 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),Yes,3.11,Fair / Average
Male,20,Phnom Penh (Urban),Paragon University,Year 2,No,good,Fair,Unemployed / Full-time student,Irregular study,7–8 (High),2 hours,0 hours,Rarely,1–2 hours,0 hours,0 days,7 hours,90%–100%,31–60 minutes,Frequently (Multiple times a week),No,3.62,Very Good / Good
Male,21,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 1,Yes,good,good,Unemployed / Full-time student,Regular study,5–6 (Moderate),4 hours,0 hours,Always,1–2 hours,1–2 hours,0 days,6 hours,90%–100%,Under 15 minutes,Rarely (Before exams only),No,4.0,Fair / Average
Female,20,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,Average,good,Working full-time,Regular study,9–10 (Very High),5 hours,0 hours,Always,1–2 hours,1–2 hours,1–2 days,6 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),Yes,3.53,Outstanding / Excellent
Female,21,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 2,Yes,good,Fair,Working part-time,Irregular study,3–4 (Low),2 hours,1–3 hours,Always,3–4 hours,Less than 1 hour,5+ days,7 hours,75%–89%,31–60 minutes,Frequently (Multiple times a week),Yes,3.33,At-Risk
Male,18,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 1,Yes,Average,Poor,Working part-time,Irregular study,9–10 (Very High),4 hours,10+ hours,Often,3–4 hours,1–2 hours,5+ days,7 hours,75%–89%,31–60 minutes,Sometimes (Weekly),Yes,3.1,Very Good / Good
Male,21,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 2,No,good,good,Unemployed / Full-time student,Cramming,5–6 (Moderate),3 hours,0 hours,Always,3–4 hours,0 hours,0 days,7 hours,90%–100%,15–30 minutes,Sometimes (Weekly),No,3.0,Outstanding / Excellent
Female,20,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 3,Yes,good,Fair,Working full-time,Regular study,9–10 (Very High),4 hours,0 hours,Often,3–4 hours,1–2 hours,1–2 days,6 hours,75%–89%,15–30 minutes,Rarely (Before exams only),Yes,4.0,Very Good / Good
Male,19,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 3,Yes,good,Fair,Unemployed / Full-time student,Cramming,5–6 (Moderate),1 hour,4–6 hours,Always,1–2 hours,0 hours,1–2 days,7 hours,90%–100%,15–30 minutes,Rarely (Before exams only),Yes,2.31,Very Good / Good
Female,18,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 3,Yes,good,good,Unemployed / Full-time student,Regular study,5–6 (Moderate),3 hours,1–3 hours,Often,1–2 hours,5+ hours,5+ days,7 hours,90%–100%,31–60 minutes,Rarely (Before exams only),Yes,3.35,Very Good / Good
Male,21,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 2,Yes,Average,good,Working part-time,Regular study,5–6 (Moderate),1 hour,0 hours,Always,3–4 hours,Less than 1 hour,1–2 days,6 hours,75%–89%,More than 1 hour,Sometimes (Weekly),Yes,3.98,Very Good / Good
Male,20,Province (Rural / Semi-Urban),De Montfort University Cambodia,Year 2,Yes,Average,good,Unemployed / Full-time student,Regular study,3–4 (Low),3 hours,0 hours,Always,1–2 hours,1–2 hours,0 days,5 hours,90%–100%,15–30 minutes,Sometimes (Weekly),No,2.97,Very Good / Good
Female,19,Province (Rural / Semi-Urban),Royal University Of Phnom Penh(RUPP),Year 2,Yes,Average,good,Unemployed / Full-time student,Regular study,7–8 (High),4 hours,0 hours,Often,1–2 hours,0 hours,3–4 days,5 hours,90%–100%,Under 15 minutes,Never,No,3.4,Fair / Average
Female,21,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,good,Fair,Unemployed / Full-time student,Regular study,3–4 (Low),5 hours,0 hours,Often,1–2 hours,0 hours,0 days,8 hours,90%–100%,Under 15 minutes,Rarely (Before exams only),No,3.31,At-Risk
Female,19,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 3,Yes,Average,good,Working part-time,Regular study,7–8 (High),3 hours,0 hours,Often,3–4 hours,0 hours,0 days,6 hours,75%–89%,31–60 minutes,Rarely (Before exams only),No,3.7,At-Risk
Male,18,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 3,No,Average,Fair,Unemployed / Full-time student,Irregular study,3–4 (Low),3 hours,0 hours,Sometimes,3–4 hours,3–4 hours,0 days,8 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),Yes,4.0,Outstanding / Excellent
Female,21,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 3,Yes,Average,Fair,Unemployed / Full-time student,Cramming,7–8 (High),4 hours,0 hours,Always,3–4 hours,Less than 1 hour,1–2 days,8 hours,90%–100%,15–30 minutes,Rarely (Before exams only),No,3.23,Outstanding / Excellent
Male,19,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 3,Yes,Average,Fair,Working part-time,Regular study,9–10 (Very High),4 hours,0 hours,Always,1–2 hours,3–4 hours,0 days,6 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),Yes,2.97,Fair / Average
Male,20,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 2,Yes,good,Fair,Working part-time,Cramming,9–10 (Very High),5 hours,0 hours,Always,3–4 hours,Less than 1 hour,0 days,7 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),No,3.13,Very Good / Good
Female,20,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,good,good,Unemployed / Full-time student,Regular study,5–6 (Moderate),3 hours,0 hours,Often,3–4 hours,0 hours,3–4 days,8 hours,75%–89%,Under 15 minutes,Rarely (Before exams only),Yes,4.0,Very Good / Good
Female,22,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 3,Yes,Average,Fair,Unemployed / Full-time student,Cramming,7–8 (High),4 hours,1–3 hours,Always,Less than 1 hour,1–2 hours,1–2 days,8 hours,90%–100%,31–60 minutes,Never,No,4.0,Outstanding / Excellent
Female,20,Province (Rural / Semi-Urban),Cambodia Academy Of Digital Technology(CADT),Year 2,No,Average,good,Unemployed / Full-time student,Regular study,7–8 (High),4 hours,0 hours,Often,3–4 hours,0 hours,1–2 days,8 hours,60%–74%,31–60 minutes,Sometimes (Weekly),No,3.63,Fair / Average
Female,21,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 3,Yes,Average,Fair,Unemployed / Full-time student,Regular study,7–8 (High),2 hours,4–6 hours,Sometimes,3–4 hours,Less than 1 hour,1–2 days,7 hours,75%–89%,15–30 minutes,Sometimes (Weekly),Yes,3.72,Outstanding / Excellent
Male,19,Phnom Penh (Urban),Royal University Of Phnom Penh(RUPP),Year 3,Yes,Average,Fair,Unemployed / Full-time student,Cramming,5–6 (Moderate),3 hours,7–9 hours,Always,5+ hours,3–4 hours,1–2 days,6 hours,90%–100%,31–60 minutes,Sometimes (Weekly),Yes,3.14,Fair / Average
Male,20,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,Average,good,Unemployed / Full-time student,Regular study,5–6 (Moderate),2 hours,4–6 hours,Often,1–2 hours,Less than 1 hour,1–2 days,8 hours,75%–89%,15–30 minutes,Never,Yes,3.9,Outstanding / Excellent
Female,18,Province (Rural / Semi-Urban),Cambodia Academy Of Digital Technology(CADT),Year 3,Yes,good,good,Working full-time,Irregular study,5–6 (Moderate),2 hours,0 hours,Always,5+ hours,3–4 hours,5+ days,5 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),No,3.32,Very Good / Good
Female,21,Province (Rural / Semi-Urban),Cambodia Academy Of Digital Technology(CADT),Year 3,Yes,Average,Excellent,Unemployed / Full-time student,Irregular study,7–8 (High),4 hours,1–3 hours,Often,1–2 hours,Less than 1 hour,0 days,7 hours,90%–100%,15–30 minutes,Rarely (Before exams only),Yes,3.04,Fair / Average
Male,18,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,Average,Fair,Working part-time,Regular study,1–2 (Very Low),1 hour,0 hours,Often,3–4 hours,0 hours,1–2 days,6 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),No,3.55,Fair / Average
Female,20,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 2,Yes,good,good,Unemployed / Full-time student,Irregular study,7–8 (High),3 hours,0 hours,Often,3–4 hours,1–2 hours,1–2 days,6 hours,90%–100%,31–60 minutes,Sometimes (Weekly),No,3.29,Very Good / Good
Male,19,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 3,Yes,excellent,good,Unemployed / Full-time student,Irregular study,7–8 (High),1 hour,0 hours,Always,1–2 hours,Less than 1 hour,1–2 days,7 hours,90%–100%,31–60 minutes,Never,No,3.53,Outstanding / Excellent
Male,19,Phnom Penh (Urban),CamEd Business School,Year 2,Yes,good,good,Unemployed / Full-time student,Regular study,7–8 (High),1 hour,4–6 hours,Always,3–4 hours,0 hours,0 days,6 hours,90%–100%,31–60 minutes,Rarely (Before exams only),Yes,3.42,Very Good / Good
Female,23,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 2,No,good,good,Working full-time,Irregular study,1–2 (Very Low),4 hours,0 hours,Rarely,3–4 hours,3–4 hours,0 days,7 hours,75%–89%,Under 15 minutes,Sometimes (Weekly),No,3.59,At-Risk
Male,20,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 3,Yes,Average,Fair,Unemployed / Full-time student,Irregular study,5–6 (Moderate),1 hour,0 hours,Always,1–2 hours,0 hours,0 days,8 hours,90%–100%,15–30 minutes,Sometimes (Weekly),No,3.49,Fair / Average
Female,20,Province (Rural / Semi-Urban),Cambodia Academy Of Digital Technology(CADT),Year 2,No,Average,good,Working part-time,Cramming,5–6 (Moderate),3 hours,1–3 hours,Always,1–2 hours,0 hours,5+ days,5 hours,75%–89%,Under 15 minutes,Rarely (Before exams only),Yes,4.0,Outstanding / Excellent
Male,18,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 1,Yes,good,good,Unemployed / Full-time student,Irregular study,5–6 (Moderate),2 hours,0 hours,Always,1–2 hours,Less than 1 hour,1–2 days,7 hours,90%–100%,15–30 minutes,Never,No,3.78,Very Good / Good
Male,19,Province (Rural / Semi-Urban),Cambodia Academy Of Digital Technology(CADT),Year 2,No,Poor,Fair,Working part-time,Regular study,3–4 (Low),0 hours,0 hours,Always,3–4 hours,0 hours,0 days,8 hours,90%–100%,31–60 minutes,Rarely (Before exams only),Yes,3.28,Very Good / Good
Female,19,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 2,No,Average,good,Unemployed / Full-time student,Regular study,3–4 (Low),2 hours,0 hours,Always,3–4 hours,1–2 hours,0 days,6 hours,90%–100%,Under 15 minutes,Never,No,3.68,Outstanding / Excellent
Male,20,Province (Rural / Semi-Urban),Paragon University,postgraduate education,Yes,Poor,good,Unemployed / Full-time student,Cramming,5–6 (Moderate),3 hours,1–3 hours,Always,1–2 hours,3–4 hours,0 days,8 hours,90%–100%,15–30 minutes,Rarely (Before exams only),No,3.16,Outstanding / Excellent
Female,21,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 3,No,Average,Poor,Working part-time,Cramming,5–6 (Moderate),1 hour,0 hours,Rarely,5+ hours,3–4 hours,1–2 days,7 hours,90%–100%,15–30 minutes,Rarely (Before exams only),Yes,3.43,Outstanding / Excellent
Female,21,Province (Rural / Semi-Urban),Institute of Technology of Cambodia(ITC),Year 3,No,Average,Fair,Unemployed / Full-time student,Irregular study,9–10 (Very High),6 hours,1–3 hours,Often,3–4 hours,3–4 hours,1–2 days,7 hours,90%–100%,15–30 minutes,Rarely (Before exams only),Yes,2.97,Fair / Average
Male,20,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,good,Poor,Unemployed / Full-time student,Cramming,7–8 (High),3 hours,0 hours,Often,5+ hours,0 hours,1–2 days,7 hours,Below 60%,Under 15 minutes,Rarely (Before exams only),No,2.96,Outstanding / Excellent
Female,19,Province (Rural / Semi-Urban),University of Puthisastra,Year 2,Yes,good,Excellent,Unemployed / Full-time student,Irregular study,5–6 (Moderate),3 hours,0 hours,Often,3–4 hours,1–2 hours,5+ days,8 hours,90%–100%,Under 15 minutes,Rarely (Before exams only),No,3.5,Very Good / Good
Male,20,Phnom Penh (Urban),Royal University Of Agriculture,Year 2,Yes,Average,good,Unemployed / Full-time student,Regular study,3–4 (Low),5 hours,0 hours,Always,5+ hours,1–2 hours,1–2 days,6 hours,90%–100%,15–30 minutes,Frequently (Multiple times a week),No,2.78,Very Good / Good
Female,20,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 4,Yes,Average,Fair,Unemployed / Full-time student,Irregular study,5–6 (Moderate),1 hour,0 hours,Always,1–2 hours,3–4 hours,1–2 days,8 hours,90%–100%,Under 15 minutes,Sometimes (Weekly),No,3.5,Very Good / Good
Female,20,Province (Rural / Semi-Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,Average,Fair,Unemployed / Full-time student,Regular study,7–8 (High),2 hours,0 hours,Always,1–2 hours,0 hours,1–2 days,6 hours,75%–89%,Under 15 minutes,Rarely (Before exams only),Yes,3.26,Outstanding / Excellent
Male,17,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 2,Yes,Average,good,Unemployed / Full-time student,Regular study,7–8 (High),6 hours,0 hours,Often,5+ hours,0 hours,0 days,6 hours,90%–100%,15–30 minutes,Rarely (Before exams only),No,3.45,Very Good / Good
Male,20,Phnom Penh (Urban),Cambodia Academy Of Digital Technology(CADT),Year 3,No,good,Fair,Working full-time,Cramming,5–6 (Moderate),2 hours,1–3 hours,Often,1–2 hours,Less than 1 hour,0 days,Less than 5 hours,90%–100%,15–30 minutes,Sometimes (Weekly),No,3.76,Fair / Average
Male,19,Phnom Penh (Urban),Institute of Technology of Cambodia(ITC),Year 4,Yes,good,good,Working part-time,Regular study,5–6 (Moderate),4 hours,0 hours,Often,5+ hours,Less than 1 hour,1–2 days,9+ hours,60%–74%,More than 1 hour,Rarely (Before exams only),Yes,3.9,Very Good / Good
Male,18,Phnom Penh (Urban),American University Of Phnom Penh(AUPP),Year 3,Yes,good,good,Working part-time,Regular study,7–8 (High),2 hours,7–9 hours,Always,3–4 hours,Less than 1 hour,0 days,7 hours,90%–100%,More than 1 hour,Frequently (Multiple times a week),No,3.62,Fair / Average
